from_table_qual,from_column,to_table,to_column,confidence,notes,source,prisma_status
mysql_raw.bdgt_ntrlty_demo_fscl_yr,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_demo_fscl_yr,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_demo_yr,bdgt_ntrlty_tmplt_fil_doc_id,bdgt_ntrlty_tmplt_fil_doc,bdgt_ntrlty_tmplt_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_demo_yr,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_demo_yr,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_demo_yr_fscl_yr_link,bdgt_ntrlty_demo_fscl_yr_id,bdgt_ntrlty_demo_fscl_yr,bdgt_ntrlty_demo_fscl_yr_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_demo_yr_fscl_yr_link,bdgt_ntrlty_demo_yr_id,bdgt_ntrlty_demo_yr,bdgt_ntrlty_demo_yr_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_demo_yr_fscl_yr_link,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_fil_doc_cmt,mdcd_dlvrbl_fil_doc_id,mdcd_dlvrbl_fil_doc,mdcd_dlvrbl_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_fil_doc_msg,bdgt_ntrlty_tmplt_fil_doc_id,bdgt_ntrlty_tmplt_fil_doc,bdgt_ntrlty_tmplt_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_fil_doc_msg,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_fil_doc_msg,mdcd_dlvrbl_fil_doc_id,mdcd_dlvrbl_fil_doc,mdcd_dlvrbl_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_fil_doc_msg,msg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_fil_doc_msg,user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_fil_doc_smry,mdcd_dlvrbl_fil_doc_id,mdcd_dlvrbl_fil_doc,mdcd_dlvrbl_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_fil_doc_stus,mdcd_dlvrbl_acptnc_stus_cd,mdcd_dlvrbl_acptnc_stus_rfrnc,mdcd_dlvrbl_acptnc_stus_cd,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_fil_doc_stus,mdcd_dlvrbl_fil_doc_id,mdcd_dlvrbl_fil_doc,mdcd_dlvrbl_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp,bdgt_ntrlty_tmplt_fil_doc_id,bdgt_ntrlty_tmplt_fil_doc,bdgt_ntrlty_tmplt_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_pop,bdgt_ntrlty_mdcd_elgblty_grp_id,bdgt_ntrlty_mdcd_elgblty_grp,bdgt_ntrlty_mdcd_elgblty_grp_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_pop,bdgt_ntrlty_mdcd_elgblty_grp_pop_cd,bdgt_ntrlty_mdcd_elgblty_grp_pop,bdgt_ntrlty_mdcd_elgblty_grp_pop_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_pop,bdgt_ntrlty_tmplt_fil_doc_id,bdgt_ntrlty_tmplt_fil_doc,bdgt_ntrlty_tmplt_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_pop,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_pop,end_yr_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_pop,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_pop,percapita_cd,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_pop,strt_yr_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_pop,svgs_cd,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_wvr_link,bdgt_ntrlty_demo_yr_id,bdgt_ntrlty_demo_yr,bdgt_ntrlty_demo_yr_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_wvr_link,bdgt_ntrlty_mdcd_elgblty_grp_id,bdgt_ntrlty_mdcd_elgblty_grp,bdgt_ntrlty_mdcd_elgblty_grp_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_wvr_link,bdgt_ntrlty_tmplt_fil_doc_id,bdgt_ntrlty_tmplt_fil_doc,bdgt_ntrlty_tmplt_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_wvr_link,bdgt_ntrlty_wvr_id,bdgt_ntrlty_wvr,bdgt_ntrlty_wvr_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_wvr_link,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_wvr_link,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_wvr_link,mdcd_dlvrbl_fil_doc_id,mdcd_dlvrbl_fil_doc,mdcd_dlvrbl_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mdcd_elgblty_grp_wvr_link,mdcd_dlvrbl_id,mdcd_dlvrbl,mdcd_dlvrbl_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mmbr_mo_actl,bdgt_ntrlty_demo_yr_id,bdgt_ntrlty_demo_yr,bdgt_ntrlty_demo_yr_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mmbr_mo_actl,bdgt_ntrlty_mdcd_elgblty_grp_id,bdgt_ntrlty_mdcd_elgblty_grp,bdgt_ntrlty_mdcd_elgblty_grp_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mmbr_mo_actl,bdgt_ntrlty_mdcd_elgblty_grp_pop_id,bdgt_ntrlty_mdcd_elgblty_grp_pop,bdgt_ntrlty_mdcd_elgblty_grp_pop_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mmbr_mo_actl,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_mmbr_mo_actl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mmbr_mo_actl,mdcd_dlvrbl_fil_doc_id,mdcd_dlvrbl_fil_doc,mdcd_dlvrbl_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mmbr_mo_actl,user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_mmbr_mo_prjtd,bdgt_ntrlty_demo_yr_id,bdgt_ntrlty_demo_yr,bdgt_ntrlty_demo_yr_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mmbr_mo_prjtd,bdgt_ntrlty_mdcd_elgblty_grp_id,bdgt_ntrlty_mdcd_elgblty_grp,bdgt_ntrlty_mdcd_elgblty_grp_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mmbr_mo_prjtd,bdgt_ntrlty_mdcd_elgblty_grp_pop_id,bdgt_ntrlty_mdcd_elgblty_grp_pop,bdgt_ntrlty_mdcd_elgblty_grp_pop_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mmbr_mo_prjtd,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_mmbr_mo_prjtd,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mmbr_mo_prjtd,mdcd_dlvrbl_fil_doc_id,mdcd_dlvrbl_fil_doc,mdcd_dlvrbl_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_mmbr_mo_prjtd,user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_pgm_spnd_lmt,bdgt_ntrlty_tmplt_fil_doc_id,bdgt_ntrlty_tmplt_fil_doc,bdgt_ntrlty_tmplt_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_pgm_spnd_lmt,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_pgm_spnd_lmt,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_pgm_spnd_lmt,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_pgm_spnd_lmt_cst,bdgt_ntrlty_demo_yr_id,bdgt_ntrlty_demo_yr,bdgt_ntrlty_demo_yr_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_pgm_spnd_lmt_cst,bdgt_ntrlty_pgm_spnd_lmt_id,bdgt_ntrlty_pgm_spnd_lmt,bdgt_ntrlty_pgm_spnd_lmt_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_pgm_spnd_lmt_cst,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_pgm_spnd_lmt_mdcd_elgblty_grp_cst,bdgt_ntrlty_demo_yr_id,bdgt_ntrlty_demo_yr,bdgt_ntrlty_demo_yr_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_pgm_spnd_lmt_mdcd_elgblty_grp_cst,bdgt_ntrlty_mdcd_elgblty_grp_id,bdgt_ntrlty_mdcd_elgblty_grp,bdgt_ntrlty_mdcd_elgblty_grp_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_pgm_spnd_lmt_mdcd_elgblty_grp_cst,bdgt_ntrlty_pgm_spnd_lmt_id,bdgt_ntrlty_pgm_spnd_lmt,bdgt_ntrlty_pgm_spnd_lmt_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_pgm_spnd_lmt_mdcd_elgblty_grp_cst,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_smry_tot_cmptbl_phase_down_pct,bdgt_ntrlty_demo_yr_id,bdgt_ntrlty_demo_yr,bdgt_ntrlty_demo_yr_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_smry_tot_cmptbl_phase_down_pct,bdgt_ntrlty_mdcd_elgblty_grp_id,bdgt_ntrlty_mdcd_elgblty_grp,bdgt_ntrlty_mdcd_elgblty_grp_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_smry_tot_cmptbl_phase_down_pct,bdgt_ntrlty_mdcd_elgblty_grp_pop_id,bdgt_ntrlty_mdcd_elgblty_grp_pop,bdgt_ntrlty_mdcd_elgblty_grp_pop_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_smry_tot_cmptbl_phase_down_pct,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_smry_tot_cmptbl_phase_down_pct,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_smry_tot_cmptbl_phase_down_pct,mdcd_dlvrbl_fil_doc_id,mdcd_dlvrbl_fil_doc,mdcd_dlvrbl_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_smry_tot_cmptbl_phase_down_pct,user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_smry_tot_cmptbl_vrnc_and_cmltv_pct,bdgt_ntrlty_demo_yr_id,bdgt_ntrlty_demo_yr,bdgt_ntrlty_demo_yr_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_smry_tot_cmptbl_vrnc_and_cmltv_pct,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_smry_tot_cmptbl_vrnc_and_cmltv_pct,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_smry_tot_cmptbl_vrnc_and_cmltv_pct,mdcd_dlvrbl_fil_doc_id,mdcd_dlvrbl_fil_doc,mdcd_dlvrbl_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_smry_tot_cmptbl_vrnc_and_cmltv_pct,user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_tmplt_fil_doc,aprvd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_tmplt_fil_doc,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_tmplt_fil_doc,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_tmplt_fil_doc,tmplt_fil_doc_type_cd,tmplt_fil_doc_type_rfrnc,tmplt_fil_doc_type_cd,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_tmplt_fil_doc,user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_tot_adjstmt,bdgt_ntrlty_demo_yr_id,bdgt_ntrlty_demo_yr,bdgt_ntrlty_demo_yr_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_tot_adjstmt,bdgt_ntrlty_mdcd_elgblty_grp_id,bdgt_ntrlty_mdcd_elgblty_grp,bdgt_ntrlty_mdcd_elgblty_grp_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_tot_adjstmt,bdgt_ntrlty_mdcd_elgblty_grp_pop_id,bdgt_ntrlty_mdcd_elgblty_grp_pop,bdgt_ntrlty_mdcd_elgblty_grp_pop_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_tot_adjstmt,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_tot_adjstmt,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_tot_adjstmt,mdcd_dlvrbl_fil_doc_id,mdcd_dlvrbl_fil_doc,mdcd_dlvrbl_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_tot_adjstmt,user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_wth_wvr_spnd_prjtd_cst,bdgt_ntrlty_demo_yr_id,bdgt_ntrlty_demo_yr,bdgt_ntrlty_demo_yr_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wth_wvr_spnd_prjtd_cst,bdgt_ntrlty_mdcd_elgblty_grp_id,bdgt_ntrlty_mdcd_elgblty_grp,bdgt_ntrlty_mdcd_elgblty_grp_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wth_wvr_spnd_prjtd_cst,bdgt_ntrlty_mdcd_elgblty_grp_pop_id,bdgt_ntrlty_mdcd_elgblty_grp_pop,bdgt_ntrlty_mdcd_elgblty_grp_pop_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wth_wvr_spnd_prjtd_cst,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_wth_wvr_spnd_prjtd_cst,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wth_wvr_spnd_prjtd_cst,mdcd_dlvrbl_fil_doc_id,mdcd_dlvrbl_fil_doc,mdcd_dlvrbl_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wth_wvr_spnd_prjtd_cst,user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_wthot_wvr_pmpm_cst,bdgt_ntrlty_demo_yr_id,bdgt_ntrlty_demo_yr,bdgt_ntrlty_demo_yr_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wthot_wvr_pmpm_cst,bdgt_ntrlty_mdcd_elgblty_grp_id,bdgt_ntrlty_mdcd_elgblty_grp,bdgt_ntrlty_mdcd_elgblty_grp_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wthot_wvr_pmpm_cst,bdgt_ntrlty_mdcd_elgblty_grp_pop_id,bdgt_ntrlty_mdcd_elgblty_grp_pop,bdgt_ntrlty_mdcd_elgblty_grp_pop_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wthot_wvr_pmpm_cst,dltd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_wthot_wvr_pmpm_cst,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wthot_wvr_pmpm_cst,mdcd_dlvrbl_fil_doc_id,mdcd_dlvrbl_fil_doc,mdcd_dlvrbl_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wthot_wvr_pmpm_cst,user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_wvr,bdgt_ntrlty_tmplt_fil_doc_id,bdgt_ntrlty_tmplt_fil_doc,bdgt_ntrlty_tmplt_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wvr,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_wvr,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wvr,mdcd_dlvrbl_fil_doc_id,mdcd_dlvrbl_fil_doc,mdcd_dlvrbl_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wvr,mdcd_dlvrbl_id,mdcd_dlvrbl,mdcd_dlvrbl_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wvr_demo_yr_link,bdgt_ntrlty_demo_yr_id,bdgt_ntrlty_demo_yr,bdgt_ntrlty_demo_yr_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wvr_demo_yr_link,bdgt_ntrlty_tmplt_fil_doc_id,bdgt_ntrlty_tmplt_fil_doc,bdgt_ntrlty_tmplt_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wvr_demo_yr_link,bdgt_ntrlty_wvr_id,bdgt_ntrlty_wvr,bdgt_ntrlty_wvr_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wvr_demo_yr_link,creatd_user_id,,id,LOW,,sql,sql_only
mysql_raw.bdgt_ntrlty_wvr_demo_yr_link,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wvr_demo_yr_link,mdcd_dlvrbl_fil_doc_id,mdcd_dlvrbl_fil_doc,mdcd_dlvrbl_fil_doc_id,HIGH,,sql,sql_only
mysql_raw.bdgt_ntrlty_wvr_demo_yr_link,mdcd_dlvrbl_id,mdcd_dlvrbl,mdcd_dlvrbl_id,HIGH,,sql,sql_only
mysql_raw.bene_cst_shrng,bene_grp_id,bene_grp,bene_grp_id,HIGH,,sql,sql_only
mysql_raw.bene_cst_shrng,demo_type_cd,,id,LOW,,sql,sql_only
mysql_raw.bene_cst_shrng,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bene_cst_shrng,mdcd_pgm_dtl_id,,id,LOW,,sql,sql_only
mysql_raw.bene_cst_shrng,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.bene_cst_shrng_srvc_asctn,bene_cst_shrng_id,bene_cst_shrng,bene_cst_shrng_id,HIGH,,sql,sql_only
mysql_raw.bene_cst_shrng_srvc_asctn,bene_cst_shrng_srvc_type_cd,bene_cst_shrng_srvc_type_rfrnc,bene_cst_shrng_srvc_type_cd,HIGH,,sql,sql_only
mysql_raw.bene_enggmt_pgm_elgblty_grp,bene_enggmt_elgblty_grp_type_cd,bene_enggmt_elgblty_grp_type_rfrnc,bene_enggmt_elgblty_grp_type_cd,HIGH,,sql,sql_only
mysql_raw.bene_enggmt_pgm_elgblty_grp,mdcd_bene_enggmt_pgm_dtl_id,mdcd_bene_enggmt_pgm_dtl,mdcd_bene_enggmt_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.bene_exmpt_grp,bene_exmpt_grp_ctgry_type_cd,,id,LOW,,sql,sql_only
mysql_raw.bene_exmpt_grp,bene_exmpt_grp_fpl_type_cd,,id,LOW,,sql,sql_only
mysql_raw.bene_exmpt_grp,demo_type_cd,,id,LOW,,sql,sql_only
mysql_raw.bene_exmpt_grp,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bene_exmpt_grp,mdcd_pgm_dtl_id,,id,LOW,,sql,sql_only
mysql_raw.bene_exmpt_grp,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.bene_grp,ann_prm_type_cd,,id,LOW,,sql,sql_only
mysql_raw.bene_grp,bene_grp_ctgry_type_cd,,id,LOW,,sql,sql_only
mysql_raw.bene_grp,bene_grp_fpl_type_cd,,id,LOW,,sql,sql_only
mysql_raw.bene_grp,demo_type_cd,,id,LOW,,sql,sql_only
mysql_raw.bene_grp,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.bene_grp,mdcd_pgm_dtl_id,,id,LOW,,sql,sql_only
mysql_raw.bene_grp,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.bene_grp,mnthly_prm_type_cd,,id,LOW,,sql,sql_only
mysql_raw.bene_grp_asctd_expndtr_authrty,bene_grp_id,bene_grp,bene_grp_id,HIGH,,sql,sql_only
mysql_raw.bene_grp_asctd_expndtr_authrty,mdcd_demo_expndtr_authrty_id,mdcd_demo_expndtr_authrty,mdcd_demo_expndtr_authrty_id,HIGH,,sql,sql_only
mysql_raw.bene_grp_asctd_wvr,bene_grp_asctd_sect_cd,,id,LOW,,sql,sql_only
mysql_raw.bene_grp_asctd_wvr,bene_grp_asctd_wvr_cd,bene_grp_asctd_wvr,bene_grp_asctd_wvr_id,HIGH,,sql,sql_only
mysql_raw.bene_grp_asctd_wvr,bene_grp_id,bene_grp,bene_grp_id,HIGH,,sql,sql_only
mysql_raw.crosswalk_amendment_status,demos_text_id,,id,LOW,,sql,sql_only
mysql_raw.crosswalk_application_status,demos_text_id,,id,LOW,,sql,sql_only
mysql_raw.crosswalk_application_type,demos_text_id,,id,LOW,,sql,sql_only
mysql_raw.crosswalk_deliverable_status,due_date_type_id,,id,LOW,,sql,sql_only
mysql_raw.crosswalk_deliverable_status,status_id,,id,LOW,,sql,sql_only
mysql_raw.crosswalk_demo_status,demos_text_id,,id,LOW,,sql,sql_only
mysql_raw.crosswalk_demonstration_role,grant_level_id,,id,LOW,,sql,sql_only
mysql_raw.crosswalk_demonstration_role,role_id,role_rfrnc,role_cd,HIGH,,sql,sql_only
mysql_raw.crosswalk_document_type,demos_text_id,,id,LOW,,sql,sql_only
mysql_raw.crosswalk_role_person_type,person_type_id,,id,LOW,,sql,sql_only
mysql_raw.crosswalk_sdg_division,demos_text_id,,id,LOW,,sql,sql_only
mysql_raw.crosswalk_signature_level,demos_text_id,,id,LOW,,sql,sql_only
mysql_raw.crosswalk_state,demos_text_id,,id,LOW,,sql,sql_only
mysql_raw.crosswalk_system_role,grant_level_id,,id,LOW,,sql,sql_only
mysql_raw.crosswalk_system_role,person_type_id,,id,LOW,,sql,sql_only
mysql_raw.crosswalk_system_role,role_id,role_rfrnc,role_cd,HIGH,,sql,sql_only
mysql_raw.dlta_mgr_2020-07-22,dlta_mgr_ent_id,,id,LOW,,sql,sql_only
mysql_raw.dlta_mgr_2020-07-22,dlta_mgr_ent_type_cd,,id,LOW,,sql,sql_only
mysql_raw.dsrip_pgm_elgblty_grp,dsrip_elgblty_grp_type_cd,dsrip_elgblty_grp_type_rfrnc,dsrip_elgblty_grp_type_cd,HIGH,,sql,sql_only
mysql_raw.dsrip_pgm_elgblty_grp,mdcd_dsrip_pgm_dtl_id,mdcd_dsrip_pgm_dtl,mdcd_dsrip_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.expndtr_authrty,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.expndtr_authrty_cart,expndtr_authrty_ctgry_cd,expndtr_authrty_ctgry_rfrnc,expndtr_authrty_ctgry_cd,HIGH,,sql,sql_only
mysql_raw.expndtr_authrty_cart,mdcd_demo_expndtr_authrty_id,mdcd_demo_expndtr_authrty,mdcd_demo_expndtr_authrty_id,HIGH,,sql,sql_only
mysql_raw.expndtr_authrty_cart,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.expndtr_authrty_cart,user_id,,id,LOW,,sql,sql_only
mysql_raw.geo_ansi_state_rfrnc,rgnl_ofc_cd,,id,LOW,,sql,sql_only
mysql_raw.idm_user_load,mdcd_rgnl_ofc_type_cd,,id,LOW,,sql,sql_only
mysql_raw.idm_user_load,role_cd,role_rfrnc,role_cd,HIGH,,sql,sql_only
mysql_raw.idm_user_states,geo_ansi_state_cd,geo_ansi_state_rfrnc,geo_ansi_state_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_agg_cap_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_agg_cap_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_agg_cap_pgm_dtl_hstry,mdcd_agg_cap_pgm_dtl_id,mdcd_agg_cap_pgm_dtl,mdcd_agg_cap_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_agg_cap_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_agg_cap_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_agrmt,mdcd_demo_type_cd,mdcd_demo_type_rfrnc,mdcd_demo_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_ahead_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_ahead_pgm_dtl,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_ahead_pgm_dtl_hstry,mdcd_ahead_pgm_dtl_id,mdcd_ahead_pgm_dtl,mdcd_ahead_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_ahead_pgm_dtl_hstry,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_ahead_pgm_dtl_hstry,mdcd_pgm_id,mdcd_pgm,mdcd_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_ann_lmts_pgm_dtl,mdcd_demo_id,mdcd_demo,mdcd_demo_id,HIGH,,sql,sql_only
