from_table_qual,from_column,to_table,to_column,confidence,notes,source,prisma_status
mysql_raw.mdcd_pendg_dgns_and_dease_specf_pgm_plcy_area,mdcd_dgns_and_dease_specf_pgm_dtl_id,mdcd_dgns_and_dease_specf_pgm_dtl,mdcd_dgns_and_dease_specf_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dgns_and_dease_specf_pgm_plcy_area,mdcd_dgns_and_dease_specf_pgm_plcy_area_id,mdcd_dgns_and_dease_specf_pgm_plcy_area,mdcd_dgns_and_dease_specf_pgm_plcy_area_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dgns_and_dease_specf_pgm_plcy_area,mdcd_pendg_dgns_and_dease_specf_pgm_dtl_id,mdcd_pendg_dgns_and_dease_specf_pgm_dtl,mdcd_pendg_dgns_and_dease_specf_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dgns_and_dease_specf_pgm_plcy_area,plcy_area_type_cd,plcy_area_type_rfrnc,plcy_area_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dgns_and_dease_specf_pgm_plcy_area_hstry,mdcd_dgns_and_dease_specf_pgm_dtl_id,mdcd_dgns_and_dease_specf_pgm_dtl,mdcd_dgns_and_dease_specf_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dgns_and_dease_specf_pgm_plcy_area_hstry,mdcd_dgns_and_dease_specf_pgm_plcy_area_id,mdcd_dgns_and_dease_specf_pgm_plcy_area,mdcd_dgns_and_dease_specf_pgm_plcy_area_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dgns_and_dease_specf_pgm_plcy_area_hstry,mdcd_pendg_dgns_and_dease_specf_pgm_dtl_id,mdcd_pendg_dgns_and_dease_specf_pgm_dtl,mdcd_pendg_dgns_and_dease_specf_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dgns_and_dease_specf_pgm_plcy_area_hstry,mdcd_pendg_dgns_and_dease_specf_pgm_plcy_area_id,mdcd_pendg_dgns_and_dease_specf_pgm_plcy_area,mdcd_pendg_dgns_and_dease_specf_pgm_plcy_area_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dgns_and_dease_specf_pgm_plcy_area_hstry,plcy_area_type_cd,plcy_area_type_rfrnc,plcy_area_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dntl_pgm_dtl,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_dntl_pgm_dtl,mdcd_dntl_pgm_dtl_id,mdcd_dntl_pgm_dtl,mdcd_dntl_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dntl_pgm_dtl,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dntl_pgm_dtl,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dntl_pgm_dtl_hstry,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_dntl_pgm_dtl_hstry,mdcd_dntl_pgm_dtl_id,mdcd_dntl_pgm_dtl,mdcd_dntl_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dntl_pgm_dtl_hstry,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dntl_pgm_dtl_hstry,mdcd_pendg_dntl_pgm_dtl_id,mdcd_pendg_dntl_pgm_dtl,mdcd_pendg_dntl_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dntl_pgm_dtl_hstry,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsgntd_state_hlth_pgm_dtl,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_dsgntd_state_hlth_pgm_dtl,mdcd_dsgntd_state_hlth_pgm_dtl_id,mdcd_dsgntd_state_hlth_pgm_dtl,mdcd_dsgntd_state_hlth_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsgntd_state_hlth_pgm_dtl,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsgntd_state_hlth_pgm_dtl,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsgntd_state_hlth_pgm_dtl_hstry,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_dsgntd_state_hlth_pgm_dtl_hstry,mdcd_dsgntd_state_hlth_pgm_dtl_id,mdcd_dsgntd_state_hlth_pgm_dtl,mdcd_dsgntd_state_hlth_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsgntd_state_hlth_pgm_dtl_hstry,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsgntd_state_hlth_pgm_dtl_hstry,mdcd_pendg_dsgntd_state_hlth_pgm_dtl_id,mdcd_pendg_dsgntd_state_hlth_pgm_dtl,mdcd_pendg_dsgntd_state_hlth_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsgntd_state_hlth_pgm_dtl_hstry,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsh_pgm_dtl,mdcd_dsh_pgm_dtl_id,mdcd_dsh_pgm_dtl,mdcd_dsh_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsh_pgm_dtl,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsh_pgm_dtl,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsh_pgm_dtl_hstry,mdcd_dsh_pgm_dtl_id,mdcd_dsh_pgm_dtl,mdcd_dsh_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsh_pgm_dtl_hstry,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsh_pgm_dtl_hstry,mdcd_pendg_dsh_pgm_dtl_id,mdcd_pendg_dsh_pgm_dtl,mdcd_pendg_dsh_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsh_pgm_dtl_hstry,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_dtl,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_dtl,mdcd_dsrip_pgm_dtl_id,mdcd_dsrip_pgm_dtl,mdcd_dsrip_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_dtl,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_dtl,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_dtl,trgtd_ent_type_cd,trgtd_ent_type_rfrnc,trgtd_ent_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_dtl_hstry,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_dtl_hstry,mdcd_dsrip_pgm_dtl_id,mdcd_dsrip_pgm_dtl,mdcd_dsrip_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_dtl_hstry,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_dtl_hstry,mdcd_pendg_dsrip_pgm_dtl_id,mdcd_pendg_dsrip_pgm_dtl,mdcd_pendg_dsrip_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_dtl_hstry,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_dtl_hstry,trgtd_ent_type_cd,trgtd_ent_type_rfrnc,trgtd_ent_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_elgblty_grp,dsrip_elgblty_grp_type_cd,dsrip_elgblty_grp_type_rfrnc,dsrip_elgblty_grp_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_elgblty_grp,mdcd_dsrip_pgm_elgblty_grp_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_elgblty_grp,mdcd_pendg_dsrip_pgm_dtl_id,mdcd_pendg_dsrip_pgm_dtl,mdcd_pendg_dsrip_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_elgblty_grp_hstry,dsrip_elgblty_grp_type_cd,dsrip_elgblty_grp_type_rfrnc,dsrip_elgblty_grp_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_elgblty_grp_hstry,mdcd_dsrip_pgm_elgblty_grp_id,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_elgblty_grp_hstry,mdcd_pendg_dsrip_pgm_dtl_id,mdcd_pendg_dsrip_pgm_dtl,mdcd_pendg_dsrip_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_dsrip_pgm_elgblty_grp_hstry,mdcd_pendg_dsrip_pgm_elgblty_grp_id,mdcd_pendg_dsrip_pgm_elgblty_grp,mdcd_pendg_dsrip_pgm_elgblty_grp_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_dtl,mdcd_elgblty_and_cvrg_pgm_dtl_id,mdcd_elgblty_and_cvrg_pgm_dtl,mdcd_elgblty_and_cvrg_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_dtl,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_dtl,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_dtl_hstry,mdcd_elgblty_and_cvrg_pgm_dtl_id,mdcd_elgblty_and_cvrg_pgm_dtl,mdcd_elgblty_and_cvrg_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_dtl_hstry,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_dtl_hstry,mdcd_pendg_elgblty_and_cvrg_pgm_dtl_id,mdcd_pendg_elgblty_and_cvrg_pgm_dtl,mdcd_pendg_elgblty_and_cvrg_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_dtl_hstry,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_plcy_area,mdcd_elgblty_and_cvrg_pgm_dtl_id,mdcd_elgblty_and_cvrg_pgm_dtl,mdcd_elgblty_and_cvrg_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_plcy_area,mdcd_elgblty_and_cvrg_pgm_plcy_area_id,mdcd_elgblty_and_cvrg_pgm_plcy_area,mdcd_elgblty_and_cvrg_pgm_plcy_area_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_plcy_area,mdcd_pendg_elgblty_and_cvrg_pgm_dtl_id,mdcd_pendg_elgblty_and_cvrg_pgm_dtl,mdcd_pendg_elgblty_and_cvrg_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_plcy_area,plcy_area_type_cd,plcy_area_type_rfrnc,plcy_area_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_plcy_area_hstry,mdcd_elgblty_and_cvrg_pgm_dtl_id,mdcd_elgblty_and_cvrg_pgm_dtl,mdcd_elgblty_and_cvrg_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_plcy_area_hstry,mdcd_elgblty_and_cvrg_pgm_plcy_area_id,mdcd_elgblty_and_cvrg_pgm_plcy_area,mdcd_elgblty_and_cvrg_pgm_plcy_area_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_plcy_area_hstry,mdcd_pendg_elgblty_and_cvrg_pgm_dtl_id,mdcd_pendg_elgblty_and_cvrg_pgm_dtl,mdcd_pendg_elgblty_and_cvrg_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_plcy_area_hstry,mdcd_pendg_elgblty_and_cvrg_pgm_plcy_area_id,mdcd_pendg_elgblty_and_cvrg_pgm_plcy_area,mdcd_pendg_elgblty_and_cvrg_pgm_plcy_area_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_elgblty_and_cvrg_pgm_plcy_area_hstry,plcy_area_type_cd,plcy_area_type_rfrnc,plcy_area_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emer_wvr_authrty_pgm_dtl,mdcd_emer_wvr_authrty_pgm_dtl_id,mdcd_emer_wvr_authrty_pgm_dtl,mdcd_emer_wvr_authrty_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emer_wvr_authrty_pgm_dtl,mdcd_emer_wvr_authrty_type_cd,mdcd_emer_wvr_authrty_type_rfrnc,mdcd_emer_wvr_authrty_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emer_wvr_authrty_pgm_dtl,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emer_wvr_authrty_pgm_dtl,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emer_wvr_authrty_pgm_dtl_hstry,mdcd_emer_wvr_authrty_pgm_dtl_id,mdcd_emer_wvr_authrty_pgm_dtl,mdcd_emer_wvr_authrty_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emer_wvr_authrty_pgm_dtl_hstry,mdcd_emer_wvr_authrty_type_cd,mdcd_emer_wvr_authrty_type_rfrnc,mdcd_emer_wvr_authrty_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emer_wvr_authrty_pgm_dtl_hstry,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emer_wvr_authrty_pgm_dtl_hstry,mdcd_pendg_emer_wvr_authrty_pgm_dtl_id,mdcd_pendg_emer_wvr_authrty_pgm_dtl,mdcd_pendg_emer_wvr_authrty_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emer_wvr_authrty_pgm_dtl_hstry,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emplymt_sprt_pgm_dtl,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_emplymt_sprt_pgm_dtl,mdcd_emplymt_sprt_pgm_dtl_id,mdcd_emplymt_sprt_pgm_dtl,mdcd_emplymt_sprt_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emplymt_sprt_pgm_dtl,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emplymt_sprt_pgm_dtl,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emplymt_sprt_pgm_dtl_hstry,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_emplymt_sprt_pgm_dtl_hstry,mdcd_emplymt_sprt_pgm_dtl_id,mdcd_emplymt_sprt_pgm_dtl,mdcd_emplymt_sprt_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emplymt_sprt_pgm_dtl_hstry,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emplymt_sprt_pgm_dtl_hstry,mdcd_pendg_emplymt_sprt_pgm_dtl_id,mdcd_pendg_emplymt_sprt_pgm_dtl,mdcd_pendg_emplymt_sprt_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_emplymt_sprt_pgm_dtl_hstry,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_enrlmt_cap_pgm_dtl,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_enrlmt_cap_pgm_dtl,mdcd_enrlmt_cap_pgm_dtl_id,mdcd_enrlmt_cap_pgm_dtl,mdcd_enrlmt_cap_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_enrlmt_cap_pgm_dtl,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_enrlmt_cap_pgm_dtl,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_enrlmt_cap_pgm_dtl_hstry,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_enrlmt_cap_pgm_dtl_hstry,mdcd_enrlmt_cap_pgm_dtl_id,mdcd_enrlmt_cap_pgm_dtl,mdcd_enrlmt_cap_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_enrlmt_cap_pgm_dtl_hstry,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_enrlmt_cap_pgm_dtl_hstry,mdcd_pendg_enrlmt_cap_pgm_dtl_id,mdcd_pendg_enrlmt_cap_pgm_dtl,mdcd_pendg_enrlmt_cap_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_enrlmt_cap_pgm_dtl_hstry,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_esrd_pgm_dtl,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_esrd_pgm_dtl,mdcd_esrd_pgm_dtl_id,mdcd_esrd_pgm_dtl,mdcd_esrd_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_esrd_pgm_dtl,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_esrd_pgm_dtl,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_esrd_pgm_dtl_hstry,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_esrd_pgm_dtl_hstry,mdcd_esrd_pgm_dtl_id,mdcd_esrd_pgm_dtl,mdcd_esrd_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_esrd_pgm_dtl_hstry,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_esrd_pgm_dtl_hstry,mdcd_pendg_esrd_pgm_dtl_id,mdcd_pendg_esrd_pgm_dtl,mdcd_pendg_esrd_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_esrd_pgm_dtl_hstry,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_expndtr_cap_pgm_dtl,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_expndtr_cap_pgm_dtl,mdcd_expndtr_cap_pgm_dtl_id,mdcd_expndtr_cap_pgm_dtl,mdcd_expndtr_cap_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_expndtr_cap_pgm_dtl,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_expndtr_cap_pgm_dtl,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_expndtr_cap_pgm_dtl_hstry,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_expndtr_cap_pgm_dtl_hstry,mdcd_expndtr_cap_pgm_dtl_id,mdcd_expndtr_cap_pgm_dtl,mdcd_expndtr_cap_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_expndtr_cap_pgm_dtl_hstry,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_expndtr_cap_pgm_dtl_hstry,mdcd_pendg_expndtr_cap_pgm_dtl_id,mdcd_pendg_expndtr_cap_pgm_dtl,mdcd_pendg_expndtr_cap_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_expndtr_cap_pgm_dtl_hstry,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_ffcy_pgm_dtl,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_ffcy_pgm_dtl,mdcd_ffcy_pgm_dtl_id,mdcd_ffcy_pgm_dtl,mdcd_ffcy_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_ffcy_pgm_dtl,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_ffcy_pgm_dtl,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_ffcy_pgm_dtl_hstry,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_ffcy_pgm_dtl_hstry,mdcd_ffcy_pgm_dtl_id,mdcd_ffcy_pgm_dtl,mdcd_ffcy_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_ffcy_pgm_dtl_hstry,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_ffcy_pgm_dtl_hstry,mdcd_pendg_ffcy_pgm_dtl_id,mdcd_pendg_ffcy_pgm_dtl,mdcd_pendg_ffcy_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_ffcy_pgm_dtl_hstry,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_dtl,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_dtl,mdcd_fmly_plng_pgm_dtl_id,mdcd_fmly_plng_pgm_dtl,mdcd_fmly_plng_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_dtl,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_dtl,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_dtl_hstry,chg_type_cd,,id,LOW,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_dtl_hstry,mdcd_fmly_plng_pgm_dtl_id,mdcd_fmly_plng_pgm_dtl,mdcd_fmly_plng_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_dtl_hstry,mdcd_pendg_demo_id,mdcd_pendg_demo,mdcd_pendg_demo_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_dtl_hstry,mdcd_pendg_fmly_plng_pgm_dtl_id,mdcd_pendg_fmly_plng_pgm_dtl,mdcd_pendg_fmly_plng_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_dtl_hstry,mdcd_pendg_pgm_id,mdcd_pendg_pgm,mdcd_pendg_pgm_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_plcy_area,mdcd_fmly_plng_pgm_dtl_id,mdcd_fmly_plng_pgm_dtl,mdcd_fmly_plng_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_plcy_area,mdcd_fmly_plng_pgm_plcy_area_id,mdcd_fmly_plng_pgm_plcy_area,mdcd_fmly_plng_pgm_plcy_area_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_plcy_area,mdcd_pendg_fmly_plng_pgm_dtl_id,mdcd_pendg_fmly_plng_pgm_dtl,mdcd_pendg_fmly_plng_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_plcy_area,plcy_area_type_cd,plcy_area_type_rfrnc,plcy_area_type_cd,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_plcy_area_hstry,mdcd_fmly_plng_pgm_dtl_id,mdcd_fmly_plng_pgm_dtl,mdcd_fmly_plng_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_plcy_area_hstry,mdcd_fmly_plng_pgm_plcy_area_id,mdcd_fmly_plng_pgm_plcy_area,mdcd_fmly_plng_pgm_plcy_area_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_plcy_area_hstry,mdcd_pendg_fmly_plng_pgm_dtl_id,mdcd_pendg_fmly_plng_pgm_dtl,mdcd_pendg_fmly_plng_pgm_dtl_id,HIGH,,sql,sql_only
mysql_raw.mdcd_pendg_fmly_plng_pgm_plcy_area_hstry,mdcd_pendg_fmly_plng_pgm_plcy_area_id,mdcd_pendg_fmly_plng_pgm_plcy_area,mdcd_pendg_fmly_plng_pgm_plcy_area_id,HIGH,,sql,sql_only
